Date,Month,Day,DayWeekNum,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,O3,PM10,PM2.5
03/08/2015,8,3,2,9,717.6,0,62,0.533,30.27,4.3,18,37,78,10
03/08/2015,8,3,2,10,717.6,0,56,0.706,31.32,6.1,87,47,60,19
03/08/2015,8,3,2,11,717.3,0,51,0.823,32.17,9,98,48,87,28
03/08/2015,8,3,2,12,717,0,48,0.9,33.2,9.5,69,53,69,6
03/08/2015,8,3,2,13,716.6,0,44,0.79,34.04,10.5,99,64,61,25
03/08/2015,8,3,2,14,716.1,0,40,0.801,34.85,10.3,85,61,85,32
03/08/2015,8,3,2,15,715.7,0,37,0.692,35.55,10.8,110,60,62,15
03/08/2015,8,3,2,16,715.3,0,38,0.382,35.31,10.9,83,57,76,17
03/08/2015,8,3,2,17,715.1,0,41,0.195,34.78,11.4,82,44,74,30
03/08/2015,8,3,2,18,715.1,0,42,0.089,34.34,11.2,76,39,68,28
03/08/2015,8,3,2,19,715.1,0,42,0.01,33.85,9.9,79,35,69,30
03/08/2015,8,3,2,20,715.4,0,42,0,33.19,8,86,25,98,20
03/08/2015,8,3,2,21,716,0,54,0,31.5,13.3,103,21,241,13
03/08/2015,8,3,2,22,716.7,0,65,0,29.78,11.8,90,17,131,34
03/08/2015,8,3,2,23,716.8,0,65,0,28.97,12.9,99,19,109,33
04/08/2015,8,4,3,0,716.9,0,69,0,27.98,13.1,100,17,86,36
04/08/2015,8,4,3,1,717,0,76,0,26.84,8.2,85,11,79,42
04/08/2015,8,4,3,4,717.2,0,83,0,25.14,5.4,91,13,97,27
04/08/2015,8,4,3,5,717.6,0,84,0,24.53,5.1,63,8,122,36
04/08/2015,8,4,3,8,718.5,0,76,0.184,26.05,4.8,73,13,111,18
04/08/2015,8,4,3,10,718.4,0,64,0.706,30.33,4.2,21,34,63,15
04/08/2015,8,4,3,11,718.1,0,56,0.816,31.46,6.9,52,41,80,26
04/08/2015,8,4,3,12,717.7,0,52,0.864,32.03,10,103,38,92,36
04/08/2015,8,4,3,13,717.3,0,49,0.852,33.1,11.2,101,60,91,38
04/08/2015,8,4,3,14,716.9,0,45,0.79,34.33,11.3,108,51,113,43
04/08/2015,8,4,3,15,716.5,0,40,0.583,35.25,11.3,121,43,91,10
04/08/2015,8,4,3,16,716.3,0,39,0.495,35.96,10.2,134,39,64,7
04/08/2015,8,4,3,17,715.8,0,38,0.238,35.78,11.9,120,37,75,31
04/08/2015,8,4,3,18,715.8,0,32,0.103,35.75,12.2,116,33,88,35
04/08/2015,8,4,3,19,716.1,0,33,0.005,34.93,8.8,101,23,72,22
04/08/2015,8,4,3,20,716.5,0,42,0,33.22,11.3,88,13,90,27
04/08/2015,8,4,3,21,717.4,0,65,0,30.59,15.9,89,14,145,88
04/08/2015,8,4,3,22,718,0,70,0,29.27,16.4,98,13,164,42
04/08/2015,8,4,3,23,718.2,0,75,0,28.19,14.9,102,14,92,30
05/08/2015,8,5,4,0,718.2,0,78,0,27.36,12.5,94,13,60,34
05/08/2015,8,5,4,1,718.1,0,80,0,26.54,10.8,99,14,59,27
05/08/2015,8,5,4,3,718.3,0,84,0,25.31,6.7,76,9,22,19
05/08/2015,8,5,4,4,718.4,0,84,0,25.03,6,65,7,29,14
05/08/2015,8,5,4,5,718.6,0,83,0,24.67,6,66,5,64,10
05/08/2015,8,5,4,7,719.5,0,81,0.103,25.05,5,65,6,25,8
05/08/2015,8,5,4,10,719,0,67,0.701,30.07,4.2,59,33,101,6
05/08/2015,8,5,4,11,718.8,0,62,0.805,30.75,6.8,95,45,66,24
05/08/2015,8,5,4,13,718,0,51,0.854,33.05,10,107,61,59,35
05/08/2015,8,5,4,14,717.4,0,46,0.785,34.59,10.3,111,51,77,53
05/08/2015,8,5,4,15,716.9,0,42,0.656,35.26,11.5,109,44,95,26
05/08/2015,8,5,4,16,716.5,0,42,0.479,35.7,11.3,121,41,62,13
05/08/2015,8,5,4,17,716.2,0,42,0.279,35.91,10.6,134,33,72,58
05/08/2015,8,5,4,18,716,0,39,0.089,35.48,11.3,124,30,59,33
05/08/2015,8,5,4,19,715.9,0,40,0.006,34.74,10.3,117,24,56,22
05/08/2015,8,5,4,22,717.8,0,67,0,29.23,12.4,86,12,138,63
05/08/2015,8,5,4,23,718,0,70,0,28.53,11.1,92,12,119,68
06/08/2015,8,6,5,0,718,0,74,0,27.5,13.8,101,16,107,43
06/08/2015,8,6,5,1,717.9,0,81,0,26.2,11,103,15,72,31
06/08/2015,8,6,5,2,717.5,0,82,0,25.82,10,102,16,98,16
06/08/2015,8,6,5,3,717.2,0,83,0,25.49,7.6,94,14,79,33
06/08/2015,8,6,5,4,717.1,0,85,0.001,24.92,5.9,57,9,56,30
06/08/2015,8,6,5,6,717.8,0,86,0.02,24.51,5.8,72,6,43,29
06/08/2015,8,6,5,7,718.2,0,84,0.062,24.78,5.2,64,9,92,15
06/08/2015,8,6,5,8,718.5,0,81,0.194,26.12,3.8,38,13,116,19
06/08/2015,8,6,5,10,718.4,0,68,0.687,30,4.4,55,36,78,7
06/08/2015,8,6,5,11,718.2,0,62,0.789,30.91,7.5,97,54,89,6
06/08/2015,8,6,5,12,717.6,0,56,0.853,32.48,6,110,56,108,59
06/08/2015,8,6,5,13,717,0,49,0.853,34.14,7.1,75,51,102,50
06/08/2015,8,6,5,14,716.1,0,44,0.787,35.91,6.6,97,44,77,37
06/08/2015,8,6,5,15,715.6,0,41,0.647,36.59,8.4,85,84,69,51
06/08/2015,8,6,5,16,715.2,0,39,0.485,36.86,9.8,98,77,109,59
06/08/2015,8,6,5,17,714.7,0,37,0.302,36.93,11.8,114,45,109,48
06/08/2015,8,6,5,18,714.4,0,35,0.11,36.58,13.8,114,30,83,32
06/08/2015,8,6,5,19,714.6,0,35,0.006,35.23,12.8,133,21,91,23
06/08/2015,8,6,5,20,715,0,39,0.001,33.71,11.4,109,15,114,32
06/08/2015,8,6,5,21,715.9,0,56,0.002,31.14,13.9,91,9,91,18
06/08/2015,8,6,5,22,716.5,0,65,0,29.31,14.7,99,14,111,20
06/08/2015,8,6,5,23,716.9,0,71,0,28.09,13,104,14,71,25
07/08/2015,8,7,6,0,717.1,0,75,0,27.17,10.7,97,13,58,26
07/08/2015,8,7,6,2,716.7,0,80,0,25.46,6.9,86,10,65,22
07/08/2015,8,7,6,3,716.8,0,81,0,24.67,5.4,77,7,80,20
07/08/2015,8,7,6,4,717,0,82,0,24.22,5.5,72,11,42,29
07/08/2015,8,7,6,5,717.2,0,83,0,23.96,4.4,75,4,34,20
07/08/2015,8,7,6,6,717.3,0,84,0.022,23.92,5.5,105,7,79,27
07/08/2015,8,7,6,7,717.5,0,82,0.127,25.31,3.6,59,9,45,8
07/08/2015,8,7,6,8,717.7,0,79,0.296,26.48,4.6,31,15,60,8
07/08/2015,8,7,6,9,717.6,0,75,0.553,28.02,4.5,17,20,71,6
07/08/2015,8,7,6,10,717.5,0,70,0.719,29.11,5,43,32,52,22
07/08/2015,8,7,6,11,717.2,0,64,0.825,30.49,6,78,45,96,48
07/08/2015,8,7,6,12,716.8,0,57,0.876,31.94,7.2,67,51,104,43
07/08/2015,8,7,6,13,716.2,0,51,0.87,33.76,9.9,77,61,90,42
07/08/2015,8,7,6,14,715.6,0,45,0.806,34.75,11.8,69,60,93,45
07/08/2015,8,7,6,15,714.9,0,42,0.69,35.86,12.8,77,44,89,28
07/08/2015,8,7,6,16,714.3,0,40,0.512,36.48,13.7,89,38,97,19
07/08/2015,8,7,6,17,714,0,37,0.308,36.68,14.8,81,36,75,21
07/08/2015,8,7,6,18,714.1,0,35,0.119,36.37,14,91,30,91,26
07/08/2015,8,7,6,19,714.3,0,39,0.005,35.15,10.5,96,23,68,26
07/08/2015,8,7,6,20,714.8,0,51,0,33.1,15.6,78,18,76,29
07/08/2015,8,7,6,21,715.8,0,63,0.001,30.46,16.3,80,14,194,32
07/08/2015,8,7,6,22,716.3,0,66,0.002,29.37,15.1,80,13,99,22
07/08/2015,8,7,6,23,716.5,0,70,0.001,28.29,11.2,67,12,99,23
08/08/2015,8,8,7,0,716.4,0,74,0.001,27.46,9.6,84,11,88,19
08/08/2015,8,8,7,1,716.4,0,77,0,26.49,7,72,11,99,33
08/08/2015,8,8,7,3,716.4,0,83,0.006,25.54,5.8,62,12,114,23
08/08/2015,8,8,7,4,716.5,0,84,0.004,25.28,5.7,50,11,93,54
08/08/2015,8,8,7,5,717,0,86,0.005,25.02,5.6,47,10,52,45
08/08/2015,8,8,7,6,717.5,0,86,0.023,24.88,5.4,47,9,79,29
08/08/2015,8,8,7,7,717.7,0,85,0.071,25.29,4.6,57,10,33,17
08/08/2015,8,8,7,8,717.8,0,82,0.182,26.23,4.7,64,13,51,12
08/08/2015,8,8,7,9,717.7,0,74,0.517,28.8,4,51,23,64,5
08/08/2015,8,8,7,10,717.7,0,69,0.691,29.51,7.1,66,38,98,27
08/08/2015,8,8,7,11,717.6,0,63,0.809,30.6,8.5,86,33,108,41
08/08/2015,8,8,7,12,717.2,0,58,0.86,31.97,9.6,71,43,80,24
08/08/2015,8,8,7,13,716.6,0,52,0.863,33.33,10,65,50,81,26
08/08/2015,8,8,7,14,716,0,47,0.799,34.56,10.3,66,61,84,22
08/08/2015,8,8,7,15,715.3,0,40,0.676,36.23,9.5,69,60,86,37
08/08/2015,8,8,7,16,714.9,0,38,0.5,36.75,10.9,110,51,80,48
08/08/2015,8,8,7,17,714.6,0,37,0.305,36.6,12.5,87,38,75,36
08/08/2015,8,8,7,18,714.7,0,37,0.111,36.34,11.9,94,33,61,30
08/08/2015,8,8,7,19,715,0,38,0.004,35.41,12.4,93,27,63,32
08/08/2015,8,8,7,21,716.2,0,64,0,30.85,16.4,82,16,99,57
08/08/2015,8,8,7,22,716.9,0,68,0,29.59,13.8,82,14,109,18
08/08/2015,8,8,7,23,717.3,0,71,0,28.53,10.8,72,13,77,34
09/08/2015,8,9,1,0,717.4,0,75,0,27.29,9.3,56,13,76,23
09/08/2015,8,9,1,1,717.4,0,79,0,26.14,8.2,52,12,55,17
09/08/2015,8,9,1,2,717.6,0,81,0,25.48,5.6,66,11,65,15
09/08/2015,8,9,1,3,717.4,0,81,0,25.12,7.1,80,12,34,10
09/08/2015,8,9,1,4,717.4,0,82,0,24.71,5.7,75,10,22,9
09/08/2015,8,9,1,5,717.6,0,82,0,24.39,6,82,11,29,18
09/08/2015,8,9,1,6,717.8,0,82,0.009,24.17,5.7,91,10,65,16
09/08/2015,8,9,1,7,717.9,0,81,0.093,24.6,4.7,62,12,69,24
09/08/2015,8,9,1,8,718.1,0,78,0.31,26.18,4.5,27,18,54,8
09/08/2015,8,9,1,9,718.2,0,73,0.562,28.22,3.5,359,23,19,14
09/08/2015,8,9,1,10,718.3,0,68,0.721,29.49,4,359,34,36,22
09/08/2015,8,9,1,11,718.1,0,61,0.831,30.77,5.8,82,48,50,25
09/08/2015,8,9,1,12,717.9,0,57,0.873,32.03,8.2,93,48,55,28
09/08/2015,8,9,1,13,717.2,0,53,0.864,33.35,9.7,91,51,72,33
09/08/2015,8,9,1,14,716.5,0,44,0.804,34.73,12.6,94,45,80,39
09/08/2015,8,9,1,15,715.9,0,39,0.68,35.88,13.5,116,40,59,21
09/08/2015,8,9,1,16,715.4,0,39,0.496,36.29,12.4,82,39,55,21
09/08/2015,8,9,1,17,715.4,0,39,0.291,36.16,14.1,74,36,66,34
09/08/2015,8,9,1,18,715.8,0,36,0.097,35.79,11.5,68,32,64,27
09/08/2015,8,9,1,20,716.8,0,49,0,32.88,13.6,83,18,134,13
09/08/2015,8,9,1,21,717.5,0,65,0,30.48,18.6,79,20,109,46
09/08/2015,8,9,1,22,717.7,0,73,0,29.04,15.8,101,16,82,57
09/08/2015,8,9,1,23,717.7,0,78,0,27.8,14.1,78,14,68,41
10/08/2015,8,10,2,0,717.8,0,82,0.001,26.81,11.7,72,11,55,36
10/08/2015,8,10,2,1,717.7,0,84,0.001,26.29,10.5,76,14,48,30
10/08/2015,8,10,2,2,717.6,0,85,0.002,25.8,6.8,51,12,80,24
10/08/2015,8,10,2,3,717.7,0,86,0.004,25.67,4.7,55,12,91,24
10/08/2015,8,10,2,4,717.8,0,86,0.004,25.59,5.1,56,10,69,22
10/08/2015,8,10,2,5,717.9,0,86,0.003,25.43,4.4,80,8,89,31
10/08/2015,8,10,2,6,718.2,0,86,0.018,25.38,4.2,84,6,55,17
10/08/2015,8,10,2,7,718.3,0,84,0.096,26.18,4.5,90,8,57,13
10/08/2015,8,10,2,9,718.3,0,74,0.506,30.18,3.4,307,22,80,16
10/08/2015,8,10,2,10,718.3,0,67,0.69,31.46,4.7,348,41,63,12
10/08/2015,8,10,2,11,718.2,0,62,0.805,32.14,8,76,56,78,30
10/08/2015,8,10,2,12,717.9,0,56,0.872,33.18,10.3,77,47,105,27
10/08/2015,8,10,2,13,717.4,0,51,0.855,34.46,11.9,97,43,77,24
10/08/2015,8,10,2,14,716.7,0,43,0.791,35.38,13.2,97,47,65,11
10/08/2015,8,10,2,15,716.2,0,40,0.689,35.92,12.7,102,44,75,19
10/08/2015,8,10,2,16,716,0,37,0.489,36.25,12.4,108,39,68,18
10/08/2015,8,10,2,17,715.8,0,38,0.272,35.67,12.7,87,33,60,33
10/08/2015,8,10,2,18,715.7,0,37,0.111,35.17,13.8,68,27,72,32
10/08/2015,8,10,2,19,716.1,0,34,0.003,34.5,12.3,81,23,88,24
10/08/2015,8,10,2,20,716.7,0,44,0,32.98,15.4,77,19,67,26
10/08/2015,8,10,2,21,717.6,0,56,0,31,17.1,84,20,115,21
10/08/2015,8,10,2,22,718,0,60,0,29.62,16.9,82,21,84,7
10/08/2015,8,10,2,23,718.2,0,64,0,28.41,13.3,82,16,63,7
11/08/2015,8,11,3,0,718.3,0,69,0,27.2,12.3,76,15,57,11
11/08/2015,8,11,3,1,718.2,0,75,0,26.18,8,66,11,47,23
11/08/2015,8,11,3,2,718.1,0,80,0,25.39,6.6,60,8,53,40
11/08/2015,8,11,3,4,718.7,0,83,0,24.71,3.6,44,10,53,18
11/08/2015,8,11,3,5,719.1,0,84,0,24.53,4.3,52,5,57,24
11/08/2015,8,11,3,6,719.5,0,86,0.011,24.2,3.5,18,3,45,14
11/08/2015,8,11,3,7,720.1,0,85,0.085,24.79,5.9,37,5,49,11
13/08/2015,8,13,5,22,719.6,0,46,0,31.19,12,97,21,55,7
13/08/2015,8,13,5,23,719.4,0,56,0,29.5,11.4,85,18,66,11
14/08/2015,8,14,6,0,719.3,0,62,0,27.98,7.4,56,12,49,19
14/08/2015,8,14,6,1,719.2,0,66,0,26.83,4.3,42,11,58,25
14/08/2015,8,14,6,4,719.2,0,71,0,25.44,3,2,10,37,16
14/08/2015,8,14,6,5,719.4,0,72,0,25.22,1.6,348,6,53,6
14/08/2015,8,14,6,7,720.2,0,67,0.146,27.81,4.1,302,6,51,5
14/08/2015,8,14,6,8,720.5,0,62,0.367,29.73,4.2,293,12,80,9
14/08/2015,8,14,6,9,720.4,0,54,0.554,32.62,3.5,317,21,91,12
14/08/2015,8,14,6,10,720.3,0,46,0.702,33.49,5.2,42,33,75,12
14/08/2015,8,14,6,11,720,0,34,0.826,34.89,5.9,70,48,73,13
14/08/2015,8,14,6,12,719.5,0,33,0.629,35.22,7,65,54,63,13
14/08/2015,8,14,6,13,719.1,0,34,0.588,35.56,7.8,74,56,55,12
14/08/2015,8,14,6,14,718.6,0,34,0.78,36.15,10.1,83,51,50,10
14/08/2015,8,14,6,15,718.1,0,33,0.437,36.31,10.5,68,49,50,5
14/08/2015,8,14,6,16,717.9,0,32,0.403,36.21,11.1,76,45,60,6
14/08/2015,8,14,6,17,717.6,0,32,0.214,35.87,10.8,77,42,43,33
14/08/2015,8,14,6,18,717.5,0,32,0.09,35.45,11.5,74,41,68,29
14/08/2015,8,14,6,21,719.5,0,50,0,31.12,17.7,90,24,83,30
14/08/2015,8,14,6,22,719.5,0,56,0,29.72,13.4,118,20,120,23
14/08/2015,8,14,6,23,719.6,0,60,0,28.59,12.8,90,19,42,7
15/08/2015,8,15,7,0,719.4,0,63,0,27.67,11.9,78,17,46,16
15/08/2015,8,15,7,1,719.4,0,68,0,26.52,6.7,54,14,44,19
15/08/2015,8,15,7,2,719.2,0,74,0,25.65,4.1,56,13,60,22
15/08/2015,8,15,7,3,718.9,0,76,0,25.35,5.2,29,12,44,25
15/08/2015,8,15,7,4,719,0,82,0,24.85,4.7,91,13,68,45
15/08/2015,8,15,7,5,719.1,0,81,0,24.72,3.8,94,10,72,18
15/08/2015,8,15,7,6,719.7,0,82,0.013,24.81,3.9,69,8,32,31
15/08/2015,8,15,7,7,720.1,0,81,0.142,25.79,6,104,10,102,20
15/08/2015,8,15,7,8,720.3,0,78,0.355,27.73,3.9,61,17,138,15
15/08/2015,8,15,7,10,720.3,0,59,0.702,31.42,4.9,21,48,78,22
15/08/2015,8,15,7,11,720.1,0,45,0.814,32.93,5.8,42,61,90,23
15/08/2015,8,15,7,12,719.6,0,36,0.82,34.25,7.1,65,60,57,12
15/08/2015,8,15,7,13,719.2,0,35,0.583,34.52,7.9,98,55,49,20
15/08/2015,8,15,7,14,718.6,0,34,0.606,35.36,7.3,44,53,47,12
15/08/2015,8,15,7,15,717.8,0,34,0.56,35.17,9.9,79,50,47,18
15/08/2015,8,15,7,16,717.4,0,33,0.216,35,9.5,96,46,50,21
15/08/2015,8,15,7,18,717.3,0,38,0.027,33.52,11.6,61,42,45,25
15/08/2015,8,15,7,19,717.9,0,47,0.002,31.19,7.2,31,37,105,26
15/08/2015,8,15,7,20,718.4,0,51,0.001,30.49,6.2,136,21,52,17
15/08/2015,8,15,7,21,719.6,0.02,65,0.001,27.87,13.4,81,22,72,65
15/08/2015,8,15,7,22,719.9,0,73,0,26.41,10.1,103,18,77,24
15/08/2015,8,15,7,23,719.6,0,73,0,26.33,9.6,123,15,53,18
16/08/2015,8,16,1,0,719.2,0,77,0,25.63,6.5,65,14,61,19
16/08/2015,8,16,1,1,719.1,0,82,0,24.35,5.5,25,10,76,8
16/08/2015,8,16,1,2,719.1,0,84,0,23.61,4.2,340,13,45,11
16/08/2015,8,16,1,3,719.1,0,84,0,23.46,2.8,353,15,27,16
16/08/2015,8,16,1,4,719,0,84,0,23.58,4.9,292,10,35,12
16/08/2015,8,16,1,5,719,0,85,0,23.32,4.2,293,9,25,22
16/08/2015,8,16,1,7,719.4,0,84,0.073,24.32,4.2,280,9,43,8
16/08/2015,8,16,1,8,719.5,0,78,0.369,26.94,4.2,302,15,13,5
16/08/2015,8,16,1,11,719.1,0,53,0.831,31.77,5.8,36,46,40,9
16/08/2015,8,16,1,12,718.6,0,40,0.89,33.42,6.3,324,51,22,8
16/08/2015,8,16,1,13,717.9,0,37,0.882,34.68,6.2,23,53,21,14
16/08/2015,8,16,1,14,717.3,0,35,0.775,35.25,7.5,28,54,45,14
16/08/2015,8,16,1,15,716.8,0,38,0.477,34.5,8.6,50,52,35,30
16/08/2015,8,16,1,16,716.4,0,37,0.269,34.5,9,60,49,54,22
16/08/2015,8,16,1,17,716.5,0,38,0.255,34.13,11.9,54,42,30,25
16/08/2015,8,16,1,18,716.6,0,42,0.105,33.06,12.5,72,40,51,24
16/08/2015,8,16,1,19,717,0,40,0.003,32.02,11.5,61,39,47,14
16/08/2015,8,16,1,20,717.5,0,39,0,31.56,9.9,76,35,58,13
16/08/2015,8,16,1,21,717.8,0,56,0,29.04,6.7,61,20,52,15
16/08/2015,8,16,1,22,718.5,0,70,0,26.5,9.9,67,16,55,25
16/08/2015,8,16,1,23,719,0,70,0,25.64,8.1,72,23,30,8
17/08/2015,8,17,2,1,718.7,0,75,0,24.11,4.7,43,22,43,10
17/08/2015,8,17,2,2,718.5,0,80,0,23.26,4.6,16,19,35,9
17/08/2015,8,17,2,3,718.2,0,81,0,22.99,3.7,341,19,30,10
17/08/2015,8,17,2,4,718.2,0,81,0,23.22,4.5,317,17,36,27
17/08/2015,8,17,2,5,718.2,0,82,0,23.02,5,274,10,40,37
17/08/2015,8,17,2,6,718.5,0,81,0.012,23.36,3,304,5,39,13
17/08/2015,8,17,2,9,719,0,60,0.545,30.17,3.6,314,31,43,13
17/08/2015,8,17,2,10,719,0,52,0.708,31.81,4.6,37,44,75,21
17/08/2015,8,17,2,11,718.7,0,46,0.83,32.11,8.5,65,47,61,21
17/08/2015,8,17,2,12,718.2,0,41,0.934,33.27,10.6,69,53,61,20
17/08/2015,8,17,2,13,717.5,0,39,0.811,33.88,9.8,58,63,47,28
17/08/2015,8,17,2,14,716.7,0,37,0.678,34.21,9.7,73,57,61,21
17/08/2015,8,17,2,15,716.1,0,35,0.674,34.99,9.2,94,57,41,16
17/08/2015,8,17,2,16,715.7,0,36,0.347,34.52,10.4,80,52,52,27
17/08/2015,8,17,2,17,715.4,0,36,0.226,34.41,10.4,84,48,67,16
17/08/2015,8,17,2,18,715.5,0,39,0.071,33.52,10.8,85,38,54,24
17/08/2015,8,17,2,19,715.8,0,43,0.002,32.46,9,112,27,59,42
17/08/2015,8,17,2,20,716.3,0,45,0,32.01,7.3,97,25,75,39
17/08/2015,8,17,2,21,716.7,0,48,0,30.91,10.8,102,25,71,18
17/08/2015,8,17,2,22,717.3,0,54,0,28.9,11,95,28,86,20
17/08/2015,8,17,2,23,717.9,0,61,0.001,26.7,13.5,96,34,65,19
18/08/2015,8,18,3,0,717.9,0,70,0.001,25.48,12.9,85,31,53,22
18/08/2015,8,18,3,1,717.7,0,78,0,24.71,9.4,90,21,42,29
18/08/2015,8,18,3,2,717.4,0,82,0.004,24.23,6.4,98,19,54,26
18/08/2015,8,18,3,3,717.4,0,83,0.001,23.92,7,83,19,66,13
18/08/2015,8,18,3,4,717.1,0,84,0.001,23.65,4,54,16,36,20
18/08/2015,8,18,3,5,717.1,0,85,0.002,23.24,4.9,54,9,47,24
18/08/2015,8,18,3,6,717.2,0,85,0.012,23.06,4.4,74,7,30,26
18/08/2015,8,18,3,7,717.2,0,83,0.099,23.89,3.7,14,8,55,7
18/08/2015,8,18,3,9,717.2,0,73,0.537,27.7,4.3,352,21,46,9
18/08/2015,8,18,3,10,716.9,0,66,0.706,29.46,4.1,32,31,44,20
18/08/2015,8,18,3,11,716.5,0,59,0.817,30.75,5.4,13,50,56,27
18/08/2015,8,18,3,12,715.9,0,50,0.861,32.23,7.4,108,63,88,29
18/08/2015,8,18,3,13,715.2,0,43,0.858,33.81,8.2,106,53,70,16
18/08/2015,8,18,3,14,714.4,0,38,0.765,35.3,9.2,93,69,64,8
18/08/2015,8,18,3,15,713.8,0,39,0.3,34.57,11.3,128,62,62,42
18/08/2015,8,18,3,16,713,0,39,0.295,34.43,11.5,101,58,91,32
18/08/2015,8,18,3,17,712.8,0,37,0.276,34.87,11,123,51,66,25
18/08/2015,8,18,3,18,712.8,0,38,0.113,34.15,12.4,106,42,57,36
18/08/2015,8,18,3,19,712.9,0,40,0.004,32.97,7.9,114,34,78,39
18/08/2015,8,18,3,20,713.2,0,43,0,32.13,8.9,113,32,72,26
18/08/2015,8,18,3,23,714.5,0,58,0,28.08,7.1,77,24,63,25
19/08/2015,8,19,4,0,714.6,0,64,0.002,26.45,8,77,25,72,25
19/08/2015,8,19,4,2,714.2,0,73,0.008,25.02,6.2,72,20,49,31
19/08/2015,8,19,4,3,714.1,0,79,0.021,24.35,6.3,74,15,32,32
19/08/2015,8,19,4,4,714.2,0,82,0.043,23.58,5.5,60,7,72,33
19/08/2015,8,19,4,5,714.3,0,85,0.052,23.02,3.4,63,3,73,33
19/08/2015,8,19,4,6,714.5,0,85,0.052,23.18,3.6,41,3,68,18
19/08/2015,8,19,4,7,715.1,0,83,0.094,24.66,3.1,326,6,69,27
19/08/2015,8,19,4,8,715.3,0,77,0.335,26.32,5.1,291,11,73,7
19/08/2015,8,19,4,9,715.2,0,69,0.545,28.93,4.6,349,18,81,19
19/08/2015,8,19,4,10,715.1,0,57,0.616,31.26,3.8,62,45,103,27
19/08/2015,8,19,4,11,714.7,0,50,0.777,33.19,5.3,66,62,81,27
19/08/2015,8,19,4,12,714.1,0,46,0.619,33.88,7.5,120,85,111,39
19/08/2015,8,19,4,13,713.3,0,40,0.757,35.71,9.2,63,86,123,18
19/08/2015,8,19,4,14,712.7,0,35,0.793,37.57,10.7,65,82,95,10
19/08/2015,8,19,4,15,712.1,0,34,0.388,37.53,12.2,77,88,94,26
19/08/2015,8,19,4,16,712.7,0.1,58,0.019,30.7,11.3,6,60,88,63
19/08/2015,8,19,4,17,713.7,0.24,77,0.012,25.34,7,170,42,98,55
19/08/2015,8,19,4,18,715,0.06,74,0.001,25.64,15,239,35,114,17
19/08/2015,8,19,4,20,715.3,0,66,0,25.88,8.7,273,33,54,21
21/08/2015,8,21,6,13,717.7,0,57,0.852,30.59,7.4,41,65,61,10
21/08/2015,8,21,6,14,717.1,0,53,0.787,31.41,8.4,96,60,59,6
21/08/2015,8,21,6,15,716.5,0,52,0.655,32.19,10.6,63,73,55,27
21/08/2015,8,21,6,16,716.2,0,54,0.453,32.22,10.6,50,92,150,49
21/08/2015,8,21,6,17,716.2,0,58,0.244,31.52,10.5,76,85,102,79
21/08/2015,8,21,6,18,716.1,0,57,0.078,31.22,8.3,133,72,112,64
21/08/2015,8,21,6,19,716.4,0,58,0.002,30.41,8.3,110,62,104,50
21/08/2015,8,21,6,20,716.8,0,60,0,29.89,8.7,73,34,83,36
21/08/2015,8,21,6,21,717.3,0,65,0,28.61,12.2,80,35,76,42
22/08/2015,8,22,7,0,717.8,0,76,0,25.39,12.2,92,28,54,19
22/08/2015,8,22,7,1,717.4,0,81,0,24.55,10.4,97,23,59,38
22/08/2015,8,22,7,3,717.4,0,88,0,23.55,4.8,51,13,61,59
22/08/2015,8,22,7,4,717.3,0,90,0,23.44,3.4,16,6,98,50
22/08/2015,8,22,7,5,717.7,0,91,0,23.5,2.8,17,5,98,38
22/08/2015,8,22,7,8,718.5,0,90,0.14,24.74,3.8,30,12,31,5
22/08/2015,8,22,7,12,718,0,66,0.866,29.62,7.4,95,51,88,9
22/08/2015,8,22,7,13,717.4,0,60,0.833,30.99,7.6,72,78,80,12
22/08/2015,8,22,7,14,716.7,0,54,0.765,32.59,10.2,116,80,108,31
22/08/2015,8,22,7,15,715.8,0,49,0.621,33.62,11.5,103,60,72,32
22/08/2015,8,22,7,17,715.5,0,51,0.101,32.88,11.3,125,39,68,41
22/08/2015,8,22,7,18,715.8,0,52,0.035,32.34,9.1,105,31,62,34
22/08/2015,8,22,7,21,717.4,0,65,0,29.5,12.3,76,18,80,62
22/08/2015,8,22,7,22,717.9,0,66,0,28.6,13.5,92,19,91,33
22/08/2015,8,22,7,23,717.9,0,70,0,27.66,14.2,104,21,75,40
23/08/2015,8,23,1,0,717.8,0,75,0,26.56,10.6,90,16,74,65
23/08/2015,8,23,1,1,717.8,0,79,0,25.72,10.4,89,15,70,61
23/08/2015,8,23,1,2,717.7,0,82,0,24.95,6.5,71,14,106,80
23/08/2015,8,23,1,5,718.1,0,88,0,23.39,3.4,44,12,121,69
23/08/2015,8,23,1,6,718.6,0,89,0.005,23.51,4.7,39,11,79,16
23/08/2015,8,23,1,11,719.4,0,67,0.783,29.45,6.3,70,37,64,10
23/08/2015,8,23,1,12,719.1,0,59,0.867,31.17,7.9,94,54,42,28
23/08/2015,8,23,1,13,718.7,0,54,0.859,32.3,11,95,46,68,38
23/08/2015,8,23,1,14,718,0,48,0.791,33.66,12,94,45,58,25
23/08/2015,8,23,1,15,717.2,0,44,0.628,34.52,14,98,45,47,13
23/08/2015,8,23,1,16,716.7,0,39,0.489,35.37,15.3,84,43,66,20
23/08/2015,8,23,1,18,717.1,0,37,0.087,34.32,14.1,102,29,82,47
