Date,Month,Day,DayWeekNum,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,O3,PM10,PM2.5
01-ene-15,1,1,5,1,725.4,0.01,96,0,3.91,7.2,344,10,139,80
01-ene-15,1,1,5,2,725,0.02,96,0,3.81,6.3,341,7,42,29
01-ene-15,1,1,5,3,724.4,0,96,0,3.85,5.2,346,7,23,9
01-ene-15,1,1,5,5,724,0.01,96,0,3.79,5.6,336,7,23,14
01-ene-15,1,1,5,8,724.3,0,96,0.023,3.93,4.8,354,5,15,8
01-ene-15,1,1,5,9,724.3,0,96,0.052,4.13,4.2,15,7,16,6
01-ene-15,1,1,5,12,722.6,0,96,0.127,6.6,3.2,29,10,22,17
01-ene-15,1,1,5,13,721.7,0,95,0.15,6.89,4.8,2,12,32,16
01-ene-15,1,1,5,14,721,0,94,0.175,7.43,4.6,47,14,31,19
01-ene-15,1,1,5,15,720.8,0,93,0.091,7.15,4,42,11,50,35
01-ene-15,1,1,5,16,720.8,0,93,0.091,7.04,2.9,54,11,45,15
01-ene-15,1,1,5,17,720.6,0,93,0.014,6.82,4.4,81,10,62,36
01-ene-15,1,1,5,18,721,0,93,0.008,6.7,3.7,58,8,67,37
01-ene-15,1,1,5,19,721.3,0,94,0.016,6.5,5.6,101,6,59,33
01-ene-15,1,1,5,20,721.5,0,94,0.004,5.79,8.2,118,5,61,10
01-ene-15,1,1,5,22,721.6,0,95,0,5.09,7.5,103,5,28,14
01-ene-15,1,1,5,23,721.5,0,95,0,4.98,7.9,106,6,23,6
02-ene-15,1,2,6,0,721.7,0,96,0,4.86,4.1,83,6,15,12
02-ene-15,1,2,6,1,721.6,0.01,96,0,4.88,3.7,29,5,15,11
02-ene-15,1,2,6,2,721.3,0,96,0,4.76,5,20,6,15,12
02-ene-15,1,2,6,6,721.3,0,96,0.011,4.41,3.3,1,4,8,5
02-ene-15,1,2,6,8,721.9,0,95,0.043,4.69,3.1,5,4,12,12
02-ene-15,1,2,6,9,722.1,0,95,0.073,5.13,2,31,5,17,13
02-ene-15,1,2,6,12,720.1,0,91,0.13,7.31,1.8,70,10,42,10
02-ene-15,1,2,6,13,718.9,0,88,0.117,7.53,2.6,76,10,49,14
02-ene-15,1,2,6,14,718.4,0,87,0.07,7.25,4.4,66,8,73,52
02-ene-15,1,2,6,15,718.3,0,89,0.04,6.96,4,58,7,66,26
02-ene-15,1,2,6,16,718.1,0,91,0.02,6.61,3.7,55,6,72,30
02-ene-15,1,2,6,17,717.9,0,92,0.005,6.52,4.6,103,5,62,29
02-ene-15,1,2,6,18,718.1,0,93,0,6.35,5.5,112,4,62,29
02-ene-15,1,2,6,19,718.4,0,94,0,6.31,4.6,93,4,40,20
02-ene-15,1,2,6,20,719.1,0,94,0,6.27,3.4,68,4,50,28
02-ene-15,1,2,6,21,719.2,0.01,95,0,6.23,2,78,4,47,40
02-ene-15,1,2,6,22,719.4,0,95,0,6.36,2.8,33,4,43,23
02-ene-15,1,2,6,23,719.3,0,95,0,6.43,2.9,29,4,35,15
03-ene-15,1,3,7,2,718.6,0,95,0,5.84,3.1,31,5,16,12
03-ene-15,1,3,7,4,718.1,0,96,0,6.35,1.5,60,4,34,13
03-ene-15,1,3,7,5,718.1,0,96,0,6.64,1.3,114,4,36,10
03-ene-15,1,3,7,6,718.4,0,95,0,7.01,2.5,30,4,31,6
03-ene-15,1,3,7,7,718.8,0,95,0.001,7.18,1.5,22,4,35,12
03-ene-15,1,3,7,8,719.5,0,95,0.022,7.36,1.3,43,4,37,11
03-ene-15,1,3,7,9,720.3,0,94,0.059,7.56,3,21,5,48,27
03-ene-15,1,3,7,10,721,0,94,0.076,7.67,3.6,6,5,50,35
03-ene-15,1,3,7,11,720.8,0,93,0.082,7.95,4.2,349,6,54,6
03-ene-15,1,3,7,12,720.2,0,91,0.13,8.32,5.7,349,8,52,39
03-ene-15,1,3,7,13,719.6,0,90,0.133,8.62,5.9,356,8,44,30
03-ene-15,1,3,7,14,719.5,0,87,0.176,9.9,3.8,340,10,39,14
03-ene-15,1,3,7,16,719.4,0,73,0.136,14.63,1.6,197,13,65,10
03-ene-15,1,3,7,17,719.7,0,74,0.019,12.97,1.1,189,9,96,71
03-ene-15,1,3,7,18,720.3,0,81,0.001,10.14,2.1,126,11,128,89
03-ene-15,1,3,7,19,721,0,86,0,9.49,3.7,129,12,185,94
03-ene-15,1,3,7,20,721.8,0,90,0,8.82,4.2,129,12,208,119
03-ene-15,1,3,7,21,722.5,0,91,0,8.35,1.8,136,10,196,68
04-ene-15,1,4,1,13,728.7,0,50,0.435,16.67,10.8,18,30,40,5
04-ene-15,1,4,1,16,729.2,0,46,0.165,17.26,8.1,15,31,35,31
04-ene-15,1,4,1,17,729.9,0,53,0.041,15.14,8.7,16,26,54,45
04-ene-15,1,4,1,18,730.8,0,57,0.001,13.74,5.7,41,25,63,31
04-ene-15,1,4,1,19,731.4,0,61,0,12.83,3.4,14,17,63,23
04-ene-15,1,4,1,20,732,0,65,0,12.14,4.9,340,10,68,17
04-ene-15,1,4,1,21,732.3,0,71,0,10.88,5.9,313,6,86,29
04-ene-15,1,4,1,22,732.4,0,73,0,10.39,5.4,266,8,71,25
04-ene-15,1,4,1,23,732.6,0,70,0,10.85,12.7,126,31,68,5
05-ene-15,1,5,2,0,732.6,0,72,0,10.23,13.3,119,32,52,7
05-ene-15,1,5,2,4,733.2,0,75,0,8.37,5.4,95,27,24,8
05-ene-15,1,5,2,5,733.2,0,76,0,8.04,5.6,88,23,30,15
05-ene-15,1,5,2,6,733.3,0,78,0.001,7.23,3.3,51,16,38,17
05-ene-15,1,5,2,7,733.5,0,80,0.003,6.87,3.4,85,7,48,17
05-ene-15,1,5,2,8,733.9,0,79,0.035,7.21,5.4,101,9,89,19
05-ene-15,1,5,2,9,734.2,0,78,0.088,7.63,4.5,84,11,100,13
05-ene-15,1,5,2,10,734,0,77,0.189,8.85,3.7,71,13,85,11
05-ene-15,1,5,2,11,733.5,0,74,0.339,10.42,4.2,66,19,92,17
05-ene-15,1,5,2,12,732.5,0,69,0.463,11.45,6.9,109,30,82,23
05-ene-15,1,5,2,13,731.5,0,64,0.451,12.89,6.3,97,35,73,22
05-ene-15,1,5,2,14,730.9,0,63,0.278,12.6,8.1,100,36,68,14
05-ene-15,1,5,2,15,730.6,0,62,0.213,12.31,9.7,106,35,66,16
05-ene-15,1,5,2,16,730.5,0,65,0.092,11.97,10.7,105,31,74,17
05-ene-15,1,5,2,17,730.5,0,67,0.022,11.5,8.6,103,23,62,24
05-ene-15,1,5,2,19,730.5,0,71,0,10.32,8.2,107,11,93,55
05-ene-15,1,5,2,20,730.4,0,73,0,9.87,7.1,112,10,113,33
05-ene-15,1,5,2,21,730.4,0,76,0,9.29,8.7,111,10,99,23
05-ene-15,1,5,2,22,730.2,0,76,0,8.91,6.5,115,14,88,20
05-ene-15,1,5,2,23,729.8,0,75,0,8.63,6.1,111,18,56,22
06-ene-15,1,6,3,0,729.5,0,76,0,8.56,4.5,101,16,40,11
06-ene-15,1,6,3,2,729.1,0,77,0,8.34,3.1,28,9,55,33
06-ene-15,1,6,3,3,729.1,0,78,0,8.11,2.8,38,8,56,21
06-ene-15,1,6,3,4,729,0,84,0,7.56,2.9,35,5,65,31
06-ene-15,1,6,3,5,729,0,85,0,7.61,2.8,18,6,51,18
06-ene-15,1,6,3,6,729.3,0,85,0,7.5,3.2,75,5,49,29
06-ene-15,1,6,3,7,729.7,0,85,0.003,7.58,2.8,149,6,44,24
06-ene-15,1,6,3,8,730,0,84,0.052,8.47,2.8,251,7,65,17
06-ene-15,1,6,3,9,730.2,0,81,0.131,10.41,2.8,327,11,96,33
06-ene-15,1,6,3,10,730.2,0,76,0.214,11.7,3.6,22,12,142,44
06-ene-15,1,6,3,11,729.4,0,69,0.401,13.55,3.1,91,20,139,24
06-ene-15,1,6,3,12,728.1,0,60,0.475,16.32,3.3,41,31,128,15
06-ene-15,1,6,3,13,727.1,0,58,0.53,17.27,4.4,75,41,116,22
06-ene-15,1,6,3,14,726.7,0,60,0.386,17.09,7.1,117,44,174,105
06-ene-15,1,6,3,15,726.7,0,61,0.191,16.73,8.2,113,43,244,99
06-ene-15,1,6,3,16,726.7,0,63,0.126,16.55,7.3,107,49,189,49
06-ene-15,1,6,3,17,726.8,0,66,0.036,15.98,6.7,105,36,105,21
06-ene-15,1,6,3,18,727,0,66,0,15.22,5.5,101,27,121,9
06-ene-15,1,6,3,19,727.3,0,69,0,14.46,2.4,92,10,153,33
06-ene-15,1,6,3,20,727.3,0,70,0,14.55,6,107,7,184,66
06-ene-15,1,6,3,21,727.3,0,76,0,14.03,7.9,108,6,188,36
06-ene-15,1,6,3,22,727.3,0,80,0,13.34,5.8,107,6,110,21
06-ene-15,1,6,3,23,727.2,0,83,0,12.63,2.8,37,5,85,7
07-ene-15,1,7,4,0,727,0,85,0,12.29,2.2,6,4,101,43
07-ene-15,1,7,4,1,727.1,0,86,0,11.99,3.4,355,4,101,22
07-ene-15,1,7,4,2,727.1,0,87,0,11.39,1.7,355,4,101,36
07-ene-15,1,7,4,16,730.7,0.01,93,0.017,11.98,10.9,351,20,98,14
07-ene-15,1,7,4,18,732.2,0.02,94,0,10.49,11.5,360,20,27,15
07-ene-15,1,7,4,19,733.1,0,94,0.014,10.33,8.5,345,20,26,16
08-ene-15,1,8,5,2,734.3,0,77,0.04,6.29,10.7,8,31,22,8
08-ene-15,1,8,5,3,734.1,0,74,0.034,6.08,10.5,6,28,31,18
08-ene-15,1,8,5,4,733.7,0,76,0.011,5.44,11,358,26,44,22
08-ene-15,1,8,5,7,733.3,0,73,0.007,3.78,8,352,17,43,14
08-ene-15,1,8,5,8,733.1,0,72,0.038,3.75,7,1,17,48,8
08-ene-15,1,8,5,9,733,0,71,0.059,3.79,5.7,22,18,40,16
08-ene-15,1,8,5,10,732.7,0,69,0.103,3.98,6.2,0,20,43,5
08-ene-15,1,8,5,11,731.6,0,71,0.13,4.32,4.8,335,20,46,7
08-ene-15,1,8,5,12,730.3,0,73,0.164,5.18,2.8,305,21,50,16
08-ene-15,1,8,5,13,729.2,0,73,0.145,5.46,5.4,121,17,57,8
08-ene-15,1,8,5,14,728.4,0,83,0.068,3.95,8.6,123,16,99,12
08-ene-15,1,8,5,15,727.9,0,87,0.037,3.66,6,128,16,71,52
08-ene-15,1,8,5,16,727.6,0,88,0.028,3.68,7.4,116,14,52,23
08-ene-15,1,8,5,17,727.4,0,88,0.01,3.93,5.1,122,11,59,13
08-ene-15,1,8,5,18,727,0,87,0,4.43,5.3,130,10,64,23
08-ene-15,1,8,5,19,727,0,84,0,4.63,6.7,124,15,69,21
08-ene-15,1,8,5,20,726.8,0,83,0,4.47,7.2,115,17,77,20
08-ene-15,1,8,5,21,726.6,0,85,0,4.25,6.2,107,16,61,14
08-ene-15,1,8,5,22,726,0,86,0,4.16,4.7,114,15,68,19
08-ene-15,1,8,5,23,725.6,0,87,0,4.18,1.5,120,13,53,29
09-ene-15,1,9,6,2,724,0,87,0,4.47,2.8,303,5,77,25
09-ene-15,1,9,6,3,723.9,0,87,0,4.47,3.5,308,5,80,25
09-ene-15,1,9,6,4,723.8,0,87,0,4.7,3.9,296,5,85,26
09-ene-15,1,9,6,5,723.6,0,87,0,4.61,2.1,312,6,73,39
09-ene-15,1,9,6,6,723.9,0,88,0,5.17,2.1,310,5,99,32
09-ene-15,1,9,6,7,724.8,0,88,0.002,5.86,3,294,5,94,40
09-ene-15,1,9,6,8,725.8,0,88,0.013,6.39,2.1,294,6,73,24
09-ene-15,1,9,6,9,727,0,88,0.034,6.81,4.3,323,6,66,38
09-ene-15,1,9,6,10,727.8,0,90,0.051,6.33,5.5,348,8,81,16
09-ene-15,1,9,6,11,727.9,0,92,0.06,6.25,6.8,333,10,45,22
09-ene-15,1,9,6,12,727.4,0,93,0.076,6.27,7,344,11,33,11
09-ene-15,1,9,6,13,727.1,0,91,0.073,7.08,7.7,347,13,44,7
09-ene-15,1,9,6,15,727,0.07,85,0.054,7.13,6.6,359,10,49,13
09-ene-15,1,9,6,16,727.3,0.01,87,0.052,6.75,7.7,350,11,39,12
09-ene-15,1,9,6,17,727.8,0,86,0.015,6.53,7.4,353,10,31,12
09-ene-15,1,9,6,18,728.6,0,87,0,6.04,7.9,358,9,34,15
09-ene-15,1,9,6,19,729.3,0,87,0,5.59,9,353,11,26,7
09-ene-15,1,9,6,20,729.8,0,88,0,5.23,9.1,355,12,26,19
09-ene-15,1,9,6,21,729.9,0,88,0,4.96,9.5,351,12,24,5
09-ene-15,1,9,6,22,730,0,89,0,4.64,7.5,325,13,20,9
10-ene-15,1,10,7,1,729.3,0,91,0,4.11,6.7,344,14,18,5
10-ene-15,1,10,7,3,728.6,0,91,0,3.78,6.4,356,14,14,6
10-ene-15,1,10,7,10,728.9,0.01,94,0.059,3.28,5.9,340,9,17,15
10-ene-15,1,10,7,11,728.4,0,94,0.106,3.7,5.3,348,10,14,13
10-ene-15,1,10,7,15,725.4,0,94,0.062,4.91,5,15,9,25,14
10-ene-15,1,10,7,17,725.5,0,94,0.009,4.27,5.1,12,8,30,18
10-ene-15,1,10,7,18,725.5,0.05,94,0,4.11,5.4,35,6,37,13
10-ene-15,1,10,7,19,725.8,0.04,94,0,3.86,4.2,355,5,28,16
10-ene-15,1,10,7,20,726.1,0,94,0,3.82,3.9,27,5,29,11
10-ene-15,1,10,7,21,725.8,0,94,0,3.75,4.7,337,5,32,14
10-ene-15,1,10,7,22,725.7,0,94,0,3.66,4.5,15,6,26,15
10-ene-15,1,10,7,23,725.6,0,94,0,3.5,1.8,350,5,22,8
11-ene-15,1,11,1,2,724.3,0,94,0,3.16,3.9,335,5,19,15
11-ene-15,1,11,1,3,723.9,0,94,0,3.39,2,313,4,16,11
12-ene-15,1,12,2,10,724.7,0,73,0.374,16.89,4.6,52,16,267,79
12-ene-15,1,12,2,12,724,0,61,0.538,19.16,6.5,104,40,197,84
12-ene-15,1,12,2,13,722.9,0,59,0.506,19.24,8.8,104,49,171,72
12-ene-15,1,12,2,14,722.2,0,58,0.483,19.53,10.9,102,53,119,51
12-ene-15,1,12,2,15,722.2,0,56,0.367,19.69,10.6,102,46,101,43
12-ene-15,1,12,2,16,722.3,0,56,0.161,19.16,10.3,100,45,82,35
12-ene-15,1,12,2,17,722.8,0,60,0.038,17.98,10,103,33,82,32
12-ene-15,1,12,2,18,723.4,0,68,0.007,16.36,11.1,106,17,112,40
13-ene-15,1,13,3,18,726.4,0,94,0,5.84,6.7,111,6,19,6
13-ene-15,1,13,3,20,726.9,0,94,0,5.82,8.5,108,6,21,8
13-ene-15,1,13,3,21,727.1,0.01,94,0.001,5.6,8.2,103,8,12,8
13-ene-15,1,13,3,22,727.1,0,94,0,5.51,7.9,101,8,20,16
13-ene-15,1,13,3,23,726.9,0,94,0.002,5.44,8,102,9,9,7
14-ene-15,1,14,4,1,726,0,94,0.009,5.32,8,106,12,15,8
14-ene-15,1,14,4,4,725.7,0,94,0.013,5.03,3.3,99,9,9,6
14-ene-15,1,14,4,6,725.6,0,94,0.014,5.09,4.1,102,4,13,8
14-ene-15,1,14,4,9,726.5,0,95,0.044,5.1,5,359,4,14,8
14-ene-15,1,14,4,10,726.8,0,95,0.086,5.45,5,2,6,22,19
14-ene-15,1,14,4,11,726.2,0,95,0.069,5.73,4,353,5,27,19
14-ene-15,1,14,4,12,725.4,0.01,95,0.071,5.87,4.7,10,6,20,15
14-ene-15,1,14,4,13,724.4,0.01,95,0.089,6.06,4.3,7,6,23,7
14-ene-15,1,14,4,14,723.8,0.02,95,0.069,6.25,4.8,358,7,21,15
14-ene-15,1,14,4,18,724.6,0,95,0,5.89,6.1,11,4,23,19
14-ene-15,1,14,4,19,724.9,0.01,95,0,5.81,5.5,2,4,32,6
14-ene-15,1,14,4,20,725.2,0,94,0,5.77,5.1,358,4,26,20
14-ene-15,1,14,4,21,725.4,0,94,0,5.67,5.5,356,4,27,21
14-ene-15,1,14,4,22,725.4,0,93,0,5.42,5.8,353,5,26,12
15-ene-15,1,15,5,0,725.4,0,93,0,4.73,6.6,356,9,22,5
15-ene-15,1,15,5,1,725.2,0.01,94,0,4.74,6.2,344,10,21,5
15-ene-15,1,15,5,3,725.3,0.01,94,0,4.56,8.1,352,11,14,5
15-ene-15,1,15,5,4,725.4,0,94,0,4.76,8,344,10,14,7
15-ene-15,1,15,5,10,729.1,0,79,0.242,7.73,10,358,11,35,8
15-ene-15,1,15,5,11,729.1,0,74,0.401,9.3,9.1,357,14,39,12
15-ene-15,1,15,5,12,728.3,0,69,0.452,10.27,9.1,359,16,39,8
15-ene-15,1,15,5,14,726.8,0,63,0.221,12.05,7.7,6,18,45,19
15-ene-15,1,15,5,16,726.9,0,63,0.09,12.17,5.2,32,15,53,27
15-ene-15,1,15,5,17,727.2,0,68,0.039,11.32,3.6,74,13,46,29
15-ene-15,1,15,5,18,727.7,0,70,0,10.67,1.6,91,7,66,25
15-ene-15,1,15,5,19,728.1,0,72,0,10.21,3.5,35,5,117,28
15-ene-15,1,15,5,20,728.5,0,72,0,9.93,3.6,8,6,101,17
15-ene-15,1,15,5,21,728.6,0,71,0,9.81,3,321,5,104,31
15-ene-15,1,15,5,22,728.6,0,73,0,9.56,3.5,322,5,91,20
15-ene-15,1,15,5,23,728.7,0,75,0,9.09,3.5,325,4,95,15
16-ene-15,1,16,6,8,728.4,0,88,0.1,7.46,1.7,307,6,260,35
16-ene-15,1,16,6,9,728.7,0,84,0.176,9.51,0.9,342,7,211,10
16-ene-15,1,16,6,10,728.9,0,71,0.346,14.74,1,125,11,240,33
16-ene-15,1,16,6,11,728.7,0,59,0.475,14.68,3.5,6,18,219,41
16-ene-15,1,16,6,12,727.6,0,55,0.539,15.71,4,32,26,111,32
16-ene-15,1,16,6,14,725.3,0,49,0.485,17.72,4,50,37,72,23
16-ene-15,1,16,6,15,724.7,0,47,0.366,18.48,4.3,27,43,98,43
16-ene-15,1,16,6,16,724.6,0,48,0.173,17.71,5.2,113,43,117,35
16-ene-15,1,16,6,17,724.6,0,53,0.034,16.54,7.1,123,35,116,27
16-ene-15,1,16,6,18,724.8,0,59,0.002,15.11,8.7,117,25,160,36
16-ene-15,1,16,6,19,725,0,65,0,14,8.1,123,23,171,38
16-ene-15,1,16,6,20,725,0,65,0,13.54,6.5,125,16,161,26
16-ene-15,1,16,6,21,725,0,66,0,12.98,5.1,118,10,159,41
16-ene-15,1,16,6,22,724.9,0,69,0,12.4,4,109,9,174,33
16-ene-15,1,16,6,23,724.7,0,69,0,12.14,4.2,120,11,165,20
17-ene-15,1,17,7,8,723.2,0,84,0.078,10.63,2.4,260,9,202,48
17-ene-15,1,17,7,9,723.4,0,75,0.228,14.84,1.8,57,12,261,66
17-ene-15,1,17,7,10,723.4,0,61,0.404,19.21,2.3,10,19,277,71
17-ene-15,1,17,7,11,722.8,0,49,0.489,21.74,2.7,157,36,284,58
17-ene-15,1,17,7,12,722,0,43,0.555,23.72,3,304,49,167,43
17-ene-15,1,17,7,13,721.1,0,41,0.543,24.93,3.5,34,57,132,23
17-ene-15,1,17,7,14,720.6,0,41,0.424,24.83,4.6,19,50,137,15
17-ene-15,1,17,7,15,720.7,0,42,0.304,24.46,6,98,63,91,41
17-ene-15,1,17,7,16,720.9,0,45,0.111,23.29,6,125,67,202,56
17-ene-15,1,17,7,17,721.2,0,50,0.041,22.28,5.2,114,51,255,65
17-ene-15,1,17,7,18,722.1,0,60,0.001,20.08,4.3,101,29,284,80
17-ene-15,1,17,7,19,722.9,0,64,0,18.72,2.7,129,18,379,78
17-ene-15,1,17,7,20,724.1,0,68,0,18.1,4,51,17,298,95
17-ene-15,1,17,7,21,724.9,0,72,0,17.21,2.7,16,19,353,90
17-ene-15,1,17,7,22,725.7,0,73,0,17.07,3.8,13,14,367,121
17-ene-15,1,17,7,23,726.3,0,73,0,16.84,2.9,284,14,324,93
18-ene-15,1,18,1,0,726.6,0,72,0,17.07,3.6,270,13,261,98
18-ene-15,1,18,1,1,726.7,0,69,0,17.18,3.3,291,12,237,92
18-ene-15,1,18,1,2,726.6,0,58,0,17.38,4.3,0,13,232,31
18-ene-15,1,18,1,3,727.1,0,62,0,16.47,8.1,341,17,62,25
18-ene-15,1,18,1,9,729.5,0,40,0.099,15.38,4.7,315,23,41,13
18-ene-15,1,18,1,10,729.4,0,38,0.147,15.95,5.7,320,28,58,27
18-ene-15,1,18,1,11,729,0,35,0.229,16.89,4.6,321,32,42,5
18-ene-15,1,18,1,13,726.7,0,31,0.371,19.18,3.3,3,41,39,13
18-ene-15,1,18,1,16,725.3,0,36,0.11,18.88,4.2,67,45,49,23
18-ene-15,1,18,1,17,725.2,0,41,0.045,17.46,7.7,129,39,75,27
18-ene-15,1,18,1,18,725.3,0,44,0.002,16.44,7.3,130,29,127,60
18-ene-15,1,18,1,19,725.6,0,47,0,15.85,7.1,130,23,121,52
18-ene-15,1,18,1,20,725.6,0,48,0,15.56,7.4,131,21,112,30
18-ene-15,1,18,1,21,725.7,0,47,0,15.24,4.6,137,17,93,19
18-ene-15,1,18,1,22,725.5,0,49,0,15.01,4.4,134,10,82,30
18-ene-15,1,18,1,23,725.1,0,49,0,14.58,3.4,147,11,98,22
19-ene-15,1,19,2,0,724.7,0,54,0,13.76,2.3,186,5,65,25
19-ene-15,1,19,2,1,724.3,0,58,0,13.26,1.4,223,9,125,20
19-ene-15,1,19,2,3,723.8,0,63,0.002,12.59,1,358,5,56,15
19-ene-15,1,19,2,4,723.4,0,66,0.001,12.59,1.8,170,6,109,25
19-ene-15,1,19,2,5,722.9,0,67,0,12.96,2.3,139,7,120,22
19-ene-15,1,19,2,6,723,0,68,0,12.86,3.1,345,7,166,67
19-ene-15,1,19,2,7,723.1,0,68,0.004,12.66,2.7,281,8,237,60
19-ene-15,1,19,2,8,723.3,0,65,0.037,13.5,3.4,266,8,370,46
19-ene-15,1,19,2,9,723.2,0,61,0.117,15.65,2.6,234,10,291,57
19-ene-15,1,19,2,10,723,0,51,0.193,18.48,3.1,158,12,349,39
19-ene-15,1,19,2,11,722.3,0,47,0.315,21.09,3.2,105,15,219,18
19-ene-15,1,19,2,12,721.3,0,44,0.408,22.04,4.6,97,28,295,59
19-ene-15,1,19,2,13,720.3,0,37,0.604,25.75,3.9,123,48,289,18
19-ene-15,1,19,2,14,719.3,0,38,0.319,25.16,4.3,126,51,194,67
19-ene-15,1,19,2,15,718.6,0,35,0.41,27.66,4.4,124,51,203,11
19-ene-15,1,19,2,16,718.5,0,37,0.17,26.26,8.1,121,56,139,30
19-ene-15,1,19,2,17,718.7,0,44,0.023,24.08,9.1,120,46,193,26
19-ene-15,1,19,2,18,719,0,49,0.002,21.82,9.3,132,33,184,18
19-ene-15,1,19,2,19,719.4,0,55,0,20.56,6.9,126,18,146,28
19-ene-15,1,19,2,20,719.7,0,60,0,18.72,3.2,35,9,159,32
19-ene-15,1,19,2,21,720,0,64,0,17.54,3.3,39,7,200,54
19-ene-15,1,19,2,22,720,0,66,0,16.57,2.4,297,6,249,46
19-ene-15,1,19,2,23,720.1,0,69,0,15.93,2.6,334,6,252,64
20-ene-15,1,20,3,0,719.9,0,72,0,15,1.7,285,6,250,53
20-ene-15,1,20,3,1,719.6,0,74,0,14.81,2,217,6,210,46
20-ene-15,1,20,3,2,719.4,0,74,0,14.87,2.6,193,9,208,54
20-ene-15,1,20,3,3,719.2,0,78,0,13.91,2,344,9,273,90
20-ene-15,1,20,3,4,719.1,0,81,0,13.56,3.7,261,7,306,59
20-ene-15,1,20,3,5,718.9,0,79,0,14.34,3.8,204,8,183,55
20-ene-15,1,20,3,6,719.1,0,76,0,14.32,3.2,235,8,211,50
20-ene-15,1,20,3,7,719.3,0,76,0.007,14.5,3.1,198,8,257,37
20-ene-15,1,20,3,8,719.5,0,69,0.126,17.95,2.9,227,9,388,20
20-ene-15,1,20,3,9,719.9,0,54,0.287,23.86,2.2,144,9,370,20
20-ene-15,1,20,3,11,719.7,0,45,0.539,26.69,2.7,355,23,220,6
20-ene-15,1,20,3,12,718.8,0,37,0.596,28.85,2.8,345,36,150,23
20-ene-15,1,20,3,13,717.8,0,34,0.577,28.38,5.2,118,54,113,37
20-ene-15,1,20,3,14,717.1,0,34,0.518,29.12,5.7,131,70,124,32
20-ene-15,1,20,3,15,716.6,0,32,0.407,29.05,8.3,119,55,115,31
20-ene-15,1,20,3,16,716.6,0,35,0.208,28.43,10.6,110,46,84,27
20-ene-15,1,20,3,17,716.7,0,38,0.024,27.47,10.4,111,43,92,26
20-ene-15,1,20,3,18,717,0,44,0.002,25.73,7.9,113,19,106,20
20-ene-15,1,20,3,19,717.4,0,49,0,24.43,5.7,116,5,191,26
20-ene-15,1,20,3,20,717.8,0,50,0,23.76,6.9,108,5,233,35
20-ene-15,1,20,3,21,718.1,0,53,0,22.76,8.4,108,7,209,14
20-ene-15,1,20,3,22,718.1,0,54,0,22.21,10.1,114,15,172,16
20-ene-15,1,20,3,23,718.4,0,60,0,20.39,5.7,66,9,96,31
21-ene-15,1,21,4,0,718.5,0,69,0,17.95,3.6,339,4,143,41
21-ene-15,1,21,4,1,718.4,0,71,0,17.27,3.5,317,4,105,7
21-ene-15,1,21,4,2,718.1,0,74,0,16.76,2.6,312,4,81,15
21-ene-15,1,21,4,3,718,0,77,0,16.31,3.7,321,4,80,16
21-ene-15,1,21,4,5,717.6,0,81,0,15.71,2.5,292,5,78,34
21-ene-15,1,21,4,6,717.8,0,82,0,15.16,2.3,287,6,97,55
21-ene-15,1,21,4,7,718.3,0,82,0.022,15.36,3.7,312,5,174,27
21-ene-15,1,21,4,8,718.7,0,82,0.097,16.37,3.5,331,6,177,18
21-ene-15,1,21,4,9,718.9,0,81,0.127,17.07,5.1,8,8,209,30
21-ene-15,1,21,4,10,719.2,0,80,0.209,17.77,6.6,8,18,158,19
21-ene-15,1,21,4,11,719,0,76,0.349,19.03,6.4,32,25,104,5
21-ene-15,1,21,4,12,718,0,69,0.466,20.52,7.3,89,32,81,21
21-ene-15,1,21,4,13,717,0,67,0.553,21.12,9.3,93,39,112,31
21-ene-15,1,21,4,14,716.3,0,66,0.501,21.92,10.1,107,42,104,40
21-ene-15,1,21,4,15,716.1,0,67,0.363,21.69,10.8,112,45,96,41
21-ene-15,1,21,4,16,716.3,0,70,0.107,20.87,12.2,112,42,106,53
21-ene-15,1,21,4,17,716.8,0,72,0.01,20.34,11.3,110,28,136,30
21-ene-15,1,21,4,19,717.8,0,76,0,19.84,5.3,87,21,119,42
21-ene-15,1,21,4,20,718.1,0,76,0,19.51,5.7,83,18,114,35
21-ene-15,1,21,4,21,718,0,77,0,18.14,4.8,4,15,121,23
21-ene-15,1,21,4,22,717.9,0,80,0,18.18,5.4,27,8,99,45
21-ene-15,1,21,4,23,717.7,0,84,0,18.23,8.9,117,21,126,40
22-ene-15,1,22,5,0,717.4,0,90,0,17.31,7.3,124,21,89,34
22-ene-15,1,22,5,1,717.1,0,91,0,17.15,6.8,102,22,64,24
22-ene-15,1,22,5,2,717.1,0,92,0,16.9,6,62,20,60,31
22-ene-15,1,22,5,3,716.9,0,93,0,16,5.1,357,11,70,26
22-ene-15,1,22,5,4,716.9,0,93,0,15.34,6.5,344,18,56,6
22-ene-15,1,22,5,5,717.2,0,94,0,14.9,5.7,328,15,52,12
22-ene-15,1,22,5,6,717.8,0,94,0,14.11,6.8,346,12,64,18
22-ene-15,1,22,5,7,718.4,0.01,95,0,13.24,8.9,351,10,49,5
22-ene-15,1,22,5,8,718.8,0,95,0.018,13.3,8,350,9,41,17
22-ene-15,1,22,5,9,719.5,0,92,0.073,14.09,10.3,349,12,56,26
22-ene-15,1,22,5,10,719.7,0,85,0.144,14.9,11.9,353,20,64,16
