Date,PRS_max,RAINF_max,RH_max,SR_max,TOUT_max,WSR_max,WDV_max,PM2.5_max,PRS_min,RAINF_min,RH_min,SR_min,TOUT_min,WSR_min,WDV_min,PRS_avg,RAINF_avg,RH_avg,SR_avg,TOUT_avg,WSR_avg,WDV_avg,CONT
28/05/2015,720.2,0,92,0.682,30.2,12.9,131,60,716.9,0,62,0,22.99,4.9,49,718.5142857,0,79.95238095,0.161571429,26.10285714,9.042857143,103.1904762,1
28/10/2015,718.2,0,73,0.74,34.27,9.1,352,47,715.2,0,24,0,20.09,1.8,5,716.9111111,0,42.16666667,0.265166667,28.00222222,5.288888889,208.1111111,1
28/08/2015,720.8,0,83,0.901,33.97,15,347,49,717.7,0,25,0,21.71,3.3,14,719.3952381,0,50.38095238,0.298571429,28.37904762,8.571428571,126.3333333,1
29/04/2015,723.2,0,64,0.809,23.76,12.9,357,17,719,0,36,0,14.25,5.6,7,721.21875,0,48.8125,0.2609375,19.266875,8.85,176.5,0
29/01/2015,726.1,0,78,0.603,24.86,10,348,61,721.9,0,43,0,13.13,1,3,723.2166667,0,62.25,0.161791667,18.86833333,5.45,171.0416667,1
29/07/2015,720.6,0,86,0.855000019,35.97,17,127,49,717.7,0,28,0,24.36,5.4,56,718.6588235,0,56.88235294,0.285764706,30.78470588,11.27058824,101.6470588,1
29/06/2015,720.5,0,88,0.623,30.47,13.1,130,52,717.8,0,59,0,22.09,3.9,33,719.1458333,0,75.66666667,0.176916667,25.67,7.241666667,75.375,1
29/03/2015,722.1,0,82,0.773,29.67,15.6,322,68,719.5,0,40,0,14.68,1.4,1,720.9130435,0,59.86956522,0.234695652,22.86521739,7.656521739,123.173913,1
29/05/2015,720,0,89,0.719,26.88,14.6,109,22,718.8,0,74,0.164,23.55,9,96,719.44,0,81,0.4896,25.35,11.9,103.6,0
29/10/2015,717.4,0,80,0.655,29.05,12.2,360,56,713.5,0,42,0,19.96,2,30,715.3782609,0,52.04347826,0.182521739,25.22913043,7.056521739,161.3913043,1
29/08/2015,720.8,0,85,0.887,33.63,14.8,354,88,717.8,0,29,0,21.42,2.1,24,719.4956522,0,58.56521739,0.282086957,27.86130435,7.860869565,65.04347826,1
30/04/2015,720.8,0,70,0.816,24.3,12.1,357,41,718.6,0,39,0,14.93,2.5,9,719.8047619,0,55.66666667,0.22647619,19.86095238,7.119047619,112.1428571,1
30/01/2015,726.8,0.01,95,0.342,18.99,16.9,111,38,722.4,0,78,0,15.39,4.5,38,724.6954545,0.000909091,88.40909091,0.045454545,16.61772727,9.881818182,85.54545455,0
30/07/2015,721.8,0,86,0.884000003,34.43,13.9,125,38,719,0,41,0,23.93,4,15,720.3857143,0,62.42857143,0.280714287,29.41047619,9.271428571,81.23809524,0
30/06/2015,720.2,0,90,0.787,29.76,18.7,351,41,717.7,0,58,0,22.61,2.4,21,719.1772727,0,76.27272727,0.217136364,25.36681818,10.01818182,107.9090909,1
30/03/2015,722.5,0,90,0.771,29.62,15.9,347,55,719.6,0,42,0,16.18,1.8,4,721.0428571,0,67.04761905,0.263428571,23.58238095,9.042857143,128.3333333,1
30/05/2015,719.9,0,78,0.07,25.75,20.8,358,25,719.1,0,65,0.047,21.55,19.6,1,719.5,0,71.5,0.0585,23.65,20.2,179.5,0
30/10/2015,713.8,0.04,96,0,22.03,4.1,118,58,713.2,0,93,0,21.21,3.8,91,713.5,0.02,94.5,0,21.62,3.95,104.5,1
30/08/2015,720.3,0,90,0.846,33.66,17,350,57,717.1,0,40,0,22.84,3.5,17,718.7384615,0,65,0.277923077,28.31923077,9.269230769,89.07692308,1
31/01/2015,721.8,0.13,96,0.158,17.31,13.9,292,60,718,0,84,0,14.39,1.2,10,719.4454545,0.007727273,92.36363636,0.032227273,15.41272727,5.9,100.1818182,1
31/07/2015,721,0,80,0.888999999,35.07,15,341,32,718.1,0,36,0,24.12,2.5,4,720.0625,0,57.91666667,0.256374998,29.60083333,7.516666667,78.58333333,0
31/03/2015,720.9,0,94,0.345,24.3,8.9,128,72,717.9,0,65,0,18.88,4.2,12,719.3478261,0,79.65217391,0.096347826,21.51565217,6.556521739,86.43478261,1
31/08/2015,720.3,0,89,0.854,32.26,16,351,63,717,0,42,0.001,21.94,3.3,10,718.55,0,69.5,0.291,26.82,8.2625,112,1
